Channel,Mass
264,6.676889740811734
265,6.6984748729060755
266,6.720060005000416
267,6.741645137094758
268,6.763230269189099
269,6.78481540128344
270,6.806400533377781
271,6.827985665472123
272,6.8495707975664635
273,6.871155929660805
274,6.892741061755146
275,6.9143261938494875
276,6.935911325943828
277,6.95749645803817
278,6.979081590132511
279,7.000666722226852
280,7.022251854321193
281,7.043836986415535
282,7.065422118509876
283,7.087007250604217
284,7.108592382698558
285,7.1301775147929
286,7.15176264688724
287,7.173347778981582
288,7.194932911075923
289,7.2165180431702645
290,7.238103175264605
291,7.259688307358946
292,7.281273439453288
293,7.302858571547628
294,7.32444370364197
295,7.346028835736311
296,7.3676139678306525
297,7.389199099924993
298,7.410784232019335
299,7.432369364113676
300,7.453954496208017
301,7.475539628302358
302,7.4971247603967
303,7.5187098924910405
304,7.540295024585382
305,7.561880156679723
306,7.583465288774065
307,7.605050420868405
308,7.626635552962747
309,7.648220685057088
310,7.669805817151429
311,7.69139094924577
312,7.712976081340112
313,7.734561213434453
314,7.756146345528794
315,7.777731477623135
316,7.799316609717477
317,7.820901741811817
318,7.842486873906159
319,7.8640720060005
320,7.8856571380948415
321,7.907242270189182
322,7.928827402283523
323,7.950412534377865
324,7.971997666472205
325,7.993582798566547
326,8.015167930660887
327,8.03675306275523
328,8.05833819484957
329,8.079923326943913
330,8.101508459038254
331,8.123093591132594
332,8.144678723226935
333,8.166263855321276
334,8.187848987415617
335,8.20943411950996
336,8.2310192516043
337,8.252604383698642
338,8.274189515792983
339,8.295774647887324
340,8.317359779981665
341,8.338944912076006
342,8.360530044170346
343,8.382115176264689
344,8.40370030835903
345,8.425285440453372
346,8.446870572547713
347,8.468455704642054
348,8.490040836736394
349,8.511625968830735
350,8.533211100925076
351,8.554796233019418
352,8.57638136511376
353,8.5979664972081
354,8.619551629302443
355,8.641136761396783
356,8.662721893491124
357,8.684307025585465
358,8.705892157679806
359,8.727477289774146
360,8.749062421868489
361,8.77064755396283
362,8.792232686057172
363,8.813817818151513
364,8.835402950245854
365,8.856988082340195
366,8.878573214434535
367,8.900158346528876
368,8.921743478623219
369,8.94332861071756
370,8.964913742811902
371,8.986498874906243
372,9.008084007000583
373,9.029669139094924
374,9.051254271189265
375,9.072839403283607
376,9.094424535377948
377,9.116009667472289
378,9.13759479956663
379,9.159179931660972
380,9.180765063755313
381,9.202350195849654
382,9.223935327943995
383,9.245520460038337
384,9.267105592132678
385,9.288690724227019
386,9.31027585632136
387,9.3318609884157
388,9.353446120510043
389,9.375031252604384
390,9.396616384698724
391,9.418201516793065
392,9.439786648887408
393,9.461371780981748
394,9.48295691307609
395,9.50454204517043
396,9.526127177264772
397,9.547712309359113
398,9.569297441453454
399,9.590882573547795
400,9.612467705642137
401,9.634052837736478
402,9.655637969830819
403,9.67722310192516
404,9.698808234019502
405,9.720393366113843
406,9.741978498208184
407,9.763563630302524
408,9.785148762396867
409,9.806733894491208
410,9.828319026585548
411,9.84990415867989
412,9.871489290774232
413,9.893074422868573
414,9.914659554962913
415,9.936244687057254
416,9.957829819151597
417,9.979414951245937
418,10.001000083340278
419,10.022585215434619
420,10.04417034752896
421,10.065755479623302
422,10.087340611717643
423,10.108925743811984
424,10.130510875906324
425,10.152096008000667
426,10.173681140095008
427,10.195266272189349
428,10.21685140428369
429,10.238436536378032
430,10.260021668472373
431,10.281606800566713
432,10.303191932661054
433,10.324777064755397
434,10.346362196849737
435,10.367947328944078
436,10.389532461038419
437,10.411117593132762
438,10.432702725227102
439,10.454287857321443
440,10.475872989415784
441,10.497458121510126
442,10.519043253604467
443,10.540628385698808
444,10.562213517793149
445,10.583798649887491
446,10.605383781981832
447,10.626968914076173
448,10.648554046170513
449,10.670139178264854
450,10.691724310359197
451,10.713309442453538
452,10.734894574547878
453,10.756479706642219
454,10.778064838736562
455,10.799649970830902
456,10.821235102925243
457,10.842820235019584
458,10.864405367113926
459,10.885990499208267
460,10.907575631302608
461,10.929160763396949
462,10.950745895491291
463,10.972331027585632
464,10.993916159679973
465,11.015501291774314
466,11.037086423868656
467,11.058671555962997
468,11.080256688057338
469,11.101841820151678
470,11.123426952246021
471,11.145012084340362
472,11.166597216434702
473,11.188182348529043
474,11.209767480623386
475,11.231352612717727
476,11.252937744812067
477,11.274522876906408
478,11.29610800900075
479,11.317693141095091
480,11.339278273189432
481,11.360863405283773
482,11.382448537378114
483,11.404033669472456
484,11.425618801566797
485,11.447203933661138
486,11.468789065755479
487,11.490374197849821
488,11.511959329944162
489,11.533544462038503
490,11.555129594132843
491,11.576714726227186
492,11.598299858321527
493,11.619884990415867
494,11.641470122510208
495,11.66305525460455
496,11.684640386698891
497,11.706225518793232
498,11.727810650887573
499,11.749395782981916
500,11.770980915076256
501,11.792566047170597
502,11.814151179264938
503,11.83573631135928
504,11.857321443453621
505,11.878906575547962
506,11.900491707642303
507,11.922076839736645
508,11.943661971830986
509,11.965247103925327
510,11.986832236019668
511,12.00841736811401
512,12.03000250020835
513,12.051587632302692
514,12.073172764397032
515,12.094757896491373
516,12.116343028585716
517,12.137928160680056
518,12.159513292774397
519,12.181098424868738
520,12.20268355696308
521,12.224268689057421
522,12.245853821151762
523,12.267438953246103
524,12.289024085340445
525,12.310609217434786
526,12.332194349529127
527,12.353779481623468
528,12.37536461371781
529,12.396949745812151
530,12.418534877906492
531,12.440120010000832
532,12.461705142095175
533,12.483290274189516
534,12.504875406283857
535,12.526460538378197
536,12.54804567047254
537,12.56963080256688
538,12.591215934661221
539,12.612801066755562
540,12.634386198849905
541,12.655971330944245
542,12.677556463038586
543,12.699141595132927
544,12.72072672722727
545,12.74231185932161
546,12.763896991415951
547,12.785482123510292
548,12.807067255604633
549,12.828652387698975
550,12.850237519793316
551,12.871822651887657
552,12.893407783981997
553,12.91499291607634
554,12.93657804817068
555,12.958163180265021
556,12.979748312359362
557,13.001333444453705
558,13.022918576548046
559,13.044503708642386
560,13.066088840736727
561,13.08767397283107
562,13.10925910492541
563,13.130844237019751
564,13.152429369114092
565,13.174014501208434
566,13.195599633302775
567,13.217184765397116
568,13.238769897491457
569,13.2603550295858
570,13.28194016168014
571,13.30352529377448
572,13.325110425868822
573,13.346695557963164
574,13.368280690057505
575,13.389865822151846
576,13.411450954246186
577,13.433036086340529
578,13.45462121843487
579,13.47620635052921
580,13.497791482623551
581,13.519376614717892
582,13.540961746812235
583,13.562546878906575
584,13.584132011000916
585,13.605717143095257
586,13.6273022751896
587,13.64888740728394
588,13.67047253937828
589,13.692057671472622
590,13.713642803566964
591,13.735227935661305
592,13.756813067755646
593,13.778398199849986
594,13.799983331944329
595,13.82156846403867
596,13.84315359613301
597,13.864738728227351
598,13.886323860321694
599,13.907908992416035
600,13.929494124510375
601,13.951079256604716
602,13.972664388699059
603,13.9942495207934
604,14.01583465288774
605,14.037419784982081
606,14.059004917076424
607,14.080590049170764
608,14.102175181265105
609,14.123760313359446
610,14.145345445453787
611,14.16693057754813
612,14.18851570964247
613,14.21010084173681
614,14.231685973831151
615,14.253271105925494
616,14.274856238019835
617,14.296441370114175
618,14.318026502208516
619,14.339611634302859
620,14.3611967663972
621,14.38278189849154
622,14.404367030585881
623,14.425952162680224
624,14.447537294774564
625,14.469122426868905
626,14.490707558963246
627,14.512292691057588
628,14.53387782315193
629,14.55546295524627
630,14.57704808734061
631,14.598633219434953
632,14.620218351529294
633,14.641803483623635
634,14.663388615717976
635,14.684973747812318
636,14.706558879906659
637,14.728144012001
638,14.74972914409534
639,14.771314276189683
640,14.792899408284024
641,14.814484540378364
642,14.836069672472705
643,14.857654804567046
644,14.879239936661389
645,14.90082506875573
646,14.92241020085007
647,14.94399533294441
648,14.965580465038753
649,14.987165597133094
650,15.008750729227435
651,15.030335861321776
652,15.051920993416118
653,15.073506125510459
654,15.0950912576048
655,15.11667638969914
656,15.138261521793483
657,15.159846653887824
658,15.181431785982165
659,15.203016918076505
660,15.224602050170848
661,15.246187182265189
662,15.26777231435953
663,15.28935744645387
664,15.310942578548213
665,15.332527710642553
666,15.354112842736894
667,15.375697974831235
668,15.397283106925578
669,15.418868239019918
670,15.440453371114259
671,15.4620385032086
672,15.483623635302942
673,15.505208767397283
674,15.526793899491624
675,15.548379031585965
676,15.569964163680305
677,15.591549295774648
678,15.613134427868989
679,15.63471955996333
680,15.65630469205767
681,15.677889824152013
682,15.699474956246354
683,15.721060088340694
684,15.742645220435035
685,15.764230352529378
686,15.785815484623718
687,15.80740061671806
688,15.8289857488124
689,15.850570880906742
690,15.872156013001083
691,15.893741145095424
692,15.915326277189765
693,15.936911409284107
694,15.958496541378448
695,15.980081673472789
696,16.00166680556713
697,16.02325193766147
698,16.044837069755815
699,16.066422201850152
700,16.088007333944496
701,16.109592466038837
702,16.131177598133178
703,16.15276273022752
704,16.17434786232186
705,16.1959329944162
706,16.21751812651054
707,16.239103258604885
708,16.260688390699222
709,16.282273522793567
710,16.303858654887907
711,16.325443786982248
712,16.34702891907659
713,16.36861405117093
714,16.390199183265274
715,16.41178431535961
716,16.433369447453956
717,16.454954579548293
718,16.476539711642637
719,16.498124843736978
720,16.51970997583132
721,16.54129510792566
722,16.56288024002
723,16.584465372114344
724,16.60605050420868
725,16.627635636303026
726,16.649220768397367
727,16.670805900491708
728,16.69239103258605
729,16.71397616468039
730,16.735561296774733
731,16.75714642886907
732,16.778731560963415
733,16.800316693057752
734,16.821901825152096
735,16.843486957246437
736,16.865072089340778
737,16.88665722143512
738,16.90824235352946
739,16.929827485623804
740,16.95141261771814
741,16.972997749812485
742,16.994582881906823
743,17.016168014001167
744,17.037753146095508
745,17.05933827818985
746,17.08092341028419
747,17.10250854237853
748,17.12409367447287
749,17.145678806567215
750,17.167263938661556
751,17.188849070755897
752,17.210434202850237
753,17.232019334944578
754,17.25360446703892
755,17.27518959913326
756,17.2967747312276
757,17.318359863321945
758,17.339944995416285
759,17.361530127510626
760,17.383115259604967
761,17.404700391699308
762,17.42628552379365
763,17.44787065588799
764,17.46945578798233
765,17.491040920076674
766,17.512626052171015
767,17.534211184265356
768,17.555796316359697
769,17.577381448454037
770,17.598966580548378
771,17.62055171264272
772,17.64213684473706
773,17.6637219768314
774,17.685307108925745
775,17.706892241020086
776,17.728477373114426
777,17.750062505208767
778,17.771647637303108
779,17.79323276939745
780,17.81481790149179
781,17.83640303358613
782,17.857988165680474
783,17.879573297774815
784,17.901158429869156
785,17.922743561963497
786,17.944328694057837
787,17.96591382615218
788,17.98749895824652
789,18.00908409034086
790,18.030669222435204
791,18.052254354529545
792,18.073839486623886
793,18.095424618718226
794,18.117009750812567
795,18.138594882906908
796,18.16018001500125
797,18.18176514709559
798,18.203350279189934
799,18.224935411284275
800,18.246520543378615
801,18.268105675472956
802,18.289690807567297
803,18.311275939661638
804,18.33286107175598
805,18.35444620385032
806,18.37603133594466
807,18.397616468039004
808,18.419201600133345
809,18.440786732227686
810,18.462371864322026
811,18.483956996416367
812,18.505542128510708
813,18.52712726060505
814,18.54871239269939
815,18.570297524793734
816,18.591882656888075
817,18.613467788982415
818,18.635052921076756
819,18.656638053171097
820,18.678223185265438
821,18.69980831735978
822,18.72139344945412
823,18.742978581548464
824,18.764563713642804
825,18.786148845737145
826,18.807733977831486
827,18.829319109925827
828,18.850904242020167
829,18.872489374114508
830,18.89407450620885
831,18.915659638303193
832,18.937244770397534
833,18.958829902491875
834,18.980415034586215
835,19.002000166680556
836,19.023585298774897
837,19.045170430869238
838,19.06675556296358
839,19.08834069505792
840,19.109925827152264
841,19.131510959246604
842,19.153096091340945
843,19.174681223435286
844,19.196266355529627
845,19.217851487623967
846,19.239436619718308
847,19.26102175181265
848,19.282606883906993
849,19.304192016001334
850,19.325777148095675
851,19.347362280190016
852,19.368947412284356
853,19.390532544378697
854,19.412117676473038
855,19.43370280856738
856,19.455287940661723
857,19.476873072756064
858,19.498458204850404
859,19.520043336944745
860,19.541628469039086
861,19.563213601133427
862,19.584798733227768
863,19.60638386532211
864,19.627968997416453
865,19.649554129510793
866,19.671139261605134
867,19.692724393699475
868,19.714309525793816
869,19.735894657888156
870,19.757479789982497
871,19.779064922076838
872,19.80065005417118
873,19.822235186265523
874,19.843820318359864
875,19.865405450454205
876,19.886990582548545
877,19.908575714642886
878,19.930160846737227
879,19.951745978831568
880,19.97333111092591
881,19.994916243020253
882,20.016501375114593
883,20.038086507208934
884,20.059671639303275
885,20.081256771397616
886,20.102841903491957
887,20.124427035586297
888,20.146012167680638
889,20.167597299774982
890,20.189182431869323
891,20.210767563963664
892,20.232352696058005
893,20.253937828152345
894,20.275522960246686
895,20.297108092341027
896,20.318693224435368
897,20.34027835652971
898,20.361863488624053
899,20.383448620718394
900,20.405033752812734
901,20.426618884907075
902,20.448204017001416
903,20.469789149095757
904,20.491374281190097
905,20.512959413284438
906,20.534544545378782
907,20.556129677473123
908,20.577714809567464
909,20.599299941661805
910,20.620885073756146
911,20.642470205850486
912,20.664055337944827
913,20.685640470039168
914,20.707225602133512
915,20.728810734227853
916,20.750395866322194
917,20.771980998416534
918,20.793566130510875
919,20.815151262605216
920,20.836736394699557
921,20.858321526793898
922,20.879906658888242
923,20.901491790982583
924,20.923076923076923
925,20.944662055171264
926,20.966247187265605
927,20.987832319359946
928,21.009417451454286
929,21.031002583548627
930,21.052587715642968
931,21.074172847737312
932,21.095757979831653
933,21.117343111925994
934,21.138928244020335
935,21.160513376114675
936,21.182098508209016
937,21.203683640303357
938,21.225268772397698
939,21.246853904492042
940,21.268439036586383
941,21.290024168680723
942,21.311609300775064
943,21.333194432869405
944,21.354779564963746
945,21.376364697058087
946,21.397949829152427
947,21.41953496124677
948,21.441120093341112
949,21.462705225435453
950,21.484290357529794
951,21.505875489624135
952,21.527460621718475
953,21.549045753812816
954,21.570630885907157
955,21.5922160180015
956,21.613801150095842
957,21.635386282190183
958,21.656971414284524
959,21.678556546378864
960,21.700141678473205
961,21.721726810567546
962,21.743311942661887
963,21.764897074756227
964,21.78648220685057
965,21.808067338944912
966,21.829652471039253
967,21.851237603133594
968,21.872822735227935
969,21.894407867322276
970,21.915992999416616
971,21.937578131510957
972,21.9591632636053
973,21.980748395699642
974,22.002333527793983
975,22.023918659888324
976,22.045503791982664
977,22.067088924077005
978,22.088674056171346
979,22.110259188265687
980,22.13184432036003
981,22.153429452454372
982,22.175014584548713
983,22.196599716643053
984,22.218184848737394
985,22.239769980831735
986,22.261355112926076
987,22.282940245020416
988,22.30452537711476
989,22.3261105092091
990,22.347695641303442
991,22.369280773397783
992,22.390865905492124
993,22.412451037586465
994,22.434036169680805
995,22.455621301775146
996,22.477206433869487
997,22.49879156596383
998,22.520376698058172
999,22.541961830152513
1000,22.563546962246853
1001,22.585132094341194
1002,22.606717226435535
1003,22.628302358529876
1004,22.649887490624216
1005,22.67147262271856
1006,22.6930577548129
1007,22.714642886907242
1008,22.736228019001583
1009,22.757813151095924
1010,22.779398283190265
1011,22.800983415284605
1012,22.822568547378946
1013,22.84415367947329
1014,22.86573881156763
1015,22.887323943661972
1016,22.908909075756313
1017,22.930494207850654
1018,22.952079339944994
1019,22.973664472039335
1020,22.995249604133676
1021,23.01683473622802
1022,23.03841986832236
1023,23.0600050004167
1024,23.081590132511042
1025,23.103175264605383
1026,23.124760396699724
1027,23.146345528794065
1028,23.167930660888405
1029,23.189515792982746
1030,23.21110092507709
1031,23.23268605717143
1032,23.254271189265772
1033,23.275856321360113
1034,23.297441453454454
1035,23.319026585548794
1036,23.340611717643135
1037,23.362196849737476
1038,23.38378198183182
1039,23.40536711392616
1040,23.4269522460205
1041,23.448537378114843
1042,23.470122510209183
1043,23.491707642303524
1044,23.513292774397865
1045,23.534877906492206
1046,23.55646303858655
1047,23.57804817068089
1048,23.59963330277523
1049,23.621218434869572
1050,23.642803566963913
1051,23.664388699058254
1052,23.685973831152594
1053,23.707558963246935
1054,23.72914409534128
1055,23.75072922743562
1056,23.77231435952996
1057,23.793899491624302
1058,23.815484623718643
1059,23.837069755812983
1060,23.858654887907324
1061,23.880240020001665
1062,23.901825152096006
1063,23.92341028419035
1064,23.94499541628469
1065,23.96658054837903
1066,23.988165680473372
1067,24.009750812567713
1068,24.031335944662054
1069,24.052921076756395
1070,24.074506208850735
1071,24.09609134094508
1072,24.11767647303942
1073,24.13926160513376
1074,24.160846737228102
1075,24.182431869322443
1076,24.204017001416783
1077,24.225602133511124
1078,24.247187265605465
1079,24.26877239769981
1080,24.29035752979415
1081,24.31194266188849
1082,24.33352779398283
1083,24.355112926077172
1084,24.376698058171513
1085,24.398283190265854
1086,24.419868322360195
1087,24.44145345445454
1088,24.46303858654888
1089,24.48462371864322
1090,24.50620885073756
1091,24.527793982831902
1092,24.549379114926243
1093,24.570964247020584
1094,24.592549379114924
1095,24.614134511209265
1096,24.63571964330361
1097,24.65730477539795
1098,24.67888990749229
1099,24.70047503958663
1100,24.722060171680972
1101,24.743645303775313
1102,24.765230435869654
1103,24.786815567963995
1104,24.80840070005834
1105,24.82998583215268
1106,24.85157096424702
1107,24.87315609634136
1108,24.894741228435702
1109,24.916326360530043
1110,24.937911492624384
1111,24.959496624718724
1112,24.98108175681307
1113,25.00266688890741
1114,25.02425202100175
1115,25.04583715309609
1116,25.067422285190432
1117,25.089007417284773
1118,25.110592549379113
1119,25.132177681473454
1120,25.1537628135678
1121,25.17534794566214
1122,25.19693307775648
1123,25.21851820985082
1124,25.24010334194516
1125,25.261688474039502
1126,25.283273606133843
1127,25.304858738228184
1128,25.326443870322525
1129,25.34802900241687
1130,25.36961413451121
1131,25.39119926660555
1132,25.41278439869989
1133,25.434369530794232
1134,25.455954662888573
1135,25.477539794982913
1136,25.499124927077254
1137,25.5207100591716
1138,25.54229519126594
1139,25.56388032336028
1140,25.58546545545462
1141,25.60705058754896
1142,25.628635719643302
1143,25.650220851737643
1144,25.671805983831984
1145,25.693391115926328
1146,25.71497624802067
1147,25.73656138011501
1148,25.75814651220935
1149,25.77973164430369
1150,25.801316776398032
1151,25.822901908492373
1152,25.844487040586714
1153,25.866072172681058
1154,25.8876573047754
1155,25.90924243686974
1156,25.93082756896408
1157,25.95241270105842
1158,25.97399783315276
1159,25.995582965247102
1160,26.017168097341443
1161,26.038753229435784
1162,26.06033836153013
1163,26.08192349362447
1164,26.10350862571881
1165,26.12509375781315
1166,26.14667888990749
1167,26.168264022001832
1168,26.189849154096173
1169,26.211434286190514
1170,26.233019418284858
1171,26.2546045503792
1172,26.27618968247354
1173,26.29777481456788
1174,26.31935994666222
1175,26.34094507875656
1176,26.362530210850903
1177,26.384115342945243
1178,26.405700475039588
1179,26.42728560713393
1180,26.44887073922827
1181,26.47045587132261
1182,26.49204100341695
1183,26.51362613551129
1184,26.535211267605632
1185,26.556796399699973
1186,26.578381531794314
1187,26.599966663888658
1188,26.621551795983
1189,26.64313692807734
1190,26.66472206017168
1191,26.68630719226602
1192,26.707892324360362
1193,26.729477456454703
1194,26.751062588549043
1195,26.772647720643388
1196,26.79423285273773
1197,26.81581798483207
1198,26.83740311692641
1199,26.85898824902075
1200,26.88057338111509
1201,26.902158513209432
1202,26.923743645303773
1203,26.945328777398117
1204,26.966913909492458
1205,26.9884990415868
1206,27.01008417368114
1207,27.03166930577548
1208,27.05325443786982
1209,27.074839569964162
1210,27.096424702058503
1211,27.118009834152847
1212,27.139594966247188
1213,27.16118009834153
1214,27.18276523043587
1215,27.20435036253021
1216,27.22593549462455
1217,27.24752062671889
1218,27.269105758813232
1219,27.290690890907573
1220,27.312276023001917
1221,27.33386115509626
1222,27.3554462871906
1223,27.37703141928494
1224,27.39861655137928
1225,27.42020168347362
1226,27.441786815567962
1227,27.463371947662303
1228,27.484957079756647
1229,27.506542211850988
1230,27.52812734394533
1231,27.54971247603967
1232,27.57129760813401
1233,27.59288274022835
1234,27.61446787232269
1235,27.636053004417032
1236,27.657638136511377
1237,27.679223268605718
1238,27.70080840070006
1239,27.7223935327944
1240,27.74397866488874
1241,27.76556379698308
1242,27.78714892907742
1243,27.808734061171762
1244,27.830319193266106
1245,27.851904325360447
1246,27.873489457454788
1247,27.89507458954913
1248,27.91665972164347
1249,27.93824485373781
1250,27.95982998583215
1251,27.981415117926492
1252,28.003000250020833
1253,28.024585382115177
1254,28.046170514209518
1255,28.06775564630386
1256,28.0893407783982
1257,28.11092591049254
1258,28.13251104258688
1259,28.15409617468122
1260,28.175681306775562
1261,28.197266438869907
1262,28.218851570964247
1263,28.240436703058588
1264,28.26202183515293
1265,28.28360696724727
1266,28.30519209934161
1267,28.32677723143595
1268,28.348362363530292
1269,28.369947495624636
1270,28.391532627718977
1271,28.413117759813318
1272,28.43470289190766
1273,28.456288024002
1274,28.47787315609634
1275,28.49945828819068
1276,28.52104342028502
1277,28.542628552379366
1278,28.564213684473707
1279,28.585798816568047
1280,28.607383948662388
1281,28.62896908075673
1282,28.65055421285107
1283,28.67213934494541
1284,28.69372447703975
1285,28.715309609134092
1286,28.736894741228436
1287,28.758479873322777
1288,28.780065005417118
1289,28.80165013751146
1290,28.8232352696058
1291,28.84482040170014
1292,28.86640553379448
1293,28.88799066588882
1294,28.909575797983166
1295,28.931160930077507
1296,28.952746062171848
1297,28.97433119426619
1298,28.99591632636053
1299,29.01750145845487
1300,29.03908659054921
1301,29.06067172264355
1302,29.082256854737896
1303,29.103841986832236
1304,29.125427118926577
1305,29.147012251020918
1306,29.16859738311526
1307,29.1901825152096
1308,29.21176764730394
1309,29.23335277939828
1310,29.254937911492625
1311,29.276523043586966
1312,29.298108175681307
1313,29.319693307775648
1314,29.34127843986999
1315,29.36286357196433
1316,29.38444870405867
1317,29.40603383615301
1318,29.42761896824735
1319,29.449204100341696
1320,29.470789232436037
1321,29.492374364530377
1322,29.513959496624718
1323,29.53554462871906
1324,29.5571297608134
1325,29.57871489290774
1326,29.60030002500208
1327,29.621885157096425
1328,29.643470289190766
1329,29.665055421285107
1330,29.686640553379448
1331,29.70822568547379
1332,29.72981081756813
1333,29.75139594966247
1334,29.77298108175681
1335,29.794566213851155
1336,29.816151345945496
1337,29.837736478039837
1338,29.859321610134177
1339,29.880906742228518
1340,29.90249187432286
1341,29.9240770064172
1342,29.94566213851154
1343,29.967247270605885
1344,29.988832402700226
1345,30.010417534794566
1346,30.032002666888907
1347,30.053587798983248
1348,30.07517293107759
1349,30.09675806317193
1350,30.11834319526627
1351,30.13992832736061
1352,30.161513459454955
1353,30.183098591549296
